clip_path,label,wpm,source,snr_db
data\augmented\5wpm\260204_05WPM_053_aug00.wav,AL,5wpm,260204_05WPM.mp3,9.7
data\augmented\5wpm\260204_05WPM_053_aug01.wav,AL,5wpm,260204_05WPM.mp3,7.5
data\augmented\5wpm\260204_05WPM_054_aug00.wav,A,5wpm,260204_05WPM.mp3,15.0
data\augmented\5wpm\260204_05WPM_054_aug01.wav,A,5wpm,260204_05WPM.mp3,2.8
data\augmented\5wpm\260204_05WPM_055_aug00.wav,N,5wpm,260204_05WPM.mp3,14.3
data\augmented\5wpm\260204_05WPM_055_aug01.wav,N,5wpm,260204_05WPM.mp3,4.5
data\augmented\5wpm\260204_05WPM_056_aug00.wav,AL,5wpm,260204_05WPM.mp3,3.2
data\augmented\5wpm\260204_05WPM_056_aug01.wav,AL,5wpm,260204_05WPM.mp3,1.8
data\augmented\5wpm\260204_05WPM_057_aug00.wav,OG,5wpm,260204_05WPM.mp3,7.5
data\augmented\5wpm\260204_05WPM_057_aug01.wav,OG,5wpm,260204_05WPM.mp3,19.7
data\augmented\5wpm\260204_05WPM_058_aug00.wav,T,5wpm,260204_05WPM.mp3,10.8
data\augmented\5wpm\260204_05WPM_058_aug01.wav,T,5wpm,260204_05WPM.mp3,20.0
data\augmented\5wpm\260204_05WPM_059_aug00.wav,V,5wpm,260204_05WPM.mp3,6.6
data\augmented\5wpm\260204_05WPM_059_aug01.wav,V,5wpm,260204_05WPM.mp3,12.7
data\augmented\5wpm\260204_05WPM_060_aug00.wav,CH,5wpm,260204_05WPM.mp3,-1.0
data\augmented\5wpm\260204_05WPM_060_aug01.wav,CH,5wpm,260204_05WPM.mp3,-0.9
data\augmented\5wpm\260204_05WPM_061_aug00.wav,AN,5wpm,260204_05WPM.mp3,7.6
data\augmented\5wpm\260204_05WPM_061_aug01.wav,AN,5wpm,260204_05WPM.mp3,7.4
data\augmented\5wpm\260204_05WPM_062_aug00.wav,NE,5wpm,260204_05WPM.mp3,5.6
data\augmented\5wpm\260204_05WPM_062_aug01.wav,NE,5wpm,260204_05WPM.mp3,17.7
data\augmented\5wpm\260204_05WPM_063_aug00.wav,L,5wpm,260204_05WPM.mp3,5.2
data\augmented\5wpm\260204_05WPM_063_aug01.wav,L,5wpm,260204_05WPM.mp3,12.9
data\augmented\5wpm\260204_05WPM_064_aug00.wav,NU,5wpm,260204_05WPM.mp3,5.0
data\augmented\5wpm\260204_05WPM_064_aug01.wav,NU,5wpm,260204_05WPM.mp3,6.5
data\augmented\5wpm\260204_05WPM_065_aug00.wav,MB,5wpm,260204_05WPM.mp3,12.9
data\augmented\5wpm\260204_05WPM_065_aug01.wav,MB,5wpm,260204_05WPM.mp3,15.1
data\augmented\5wpm\260204_05WPM_066_aug00.wav,ER,5wpm,260204_05WPM.mp3,1.1
data\augmented\5wpm\260204_05WPM_066_aug01.wav,ER,5wpm,260204_05WPM.mp3,2.0
data\augmented\5wpm\260204_05WPM_067_aug00.wav,"S,",5wpm,260204_05WPM.mp3,6.8
data\augmented\5wpm\260204_05WPM_067_aug01.wav,"S,",5wpm,260204_05WPM.mp3,18.8
data\augmented\5wpm\260204_05WPM_068_aug00.wav,I,5wpm,260204_05WPM.mp3,3.3
data\augmented\5wpm\260204_05WPM_068_aug01.wav,I,5wpm,260204_05WPM.mp3,8.0
data\augmented\5wpm\260204_05WPM_069_aug00.wav,N,5wpm,260204_05WPM.mp3,18.8
data\augmented\5wpm\260204_05WPM_069_aug01.wav,N,5wpm,260204_05WPM.mp3,6.3
data\augmented\5wpm\260204_05WPM_070_aug00.wav,MO,5wpm,260204_05WPM.mp3,11.7
data\augmented\5wpm\260204_05WPM_070_aug01.wav,MO,5wpm,260204_05WPM.mp3,14.0
data\augmented\5wpm\260204_05WPM_071_aug00.wav,S,5wpm,260204_05WPM.mp3,4.2
data\augmented\5wpm\260204_05WPM_071_aug01.wav,S,5wpm,260204_05WPM.mp3,4.8
data\augmented\5wpm\260204_05WPM_072_aug00.wav,T,5wpm,260204_05WPM.mp3,14.3
data\augmented\5wpm\260204_05WPM_072_aug01.wav,T,5wpm,260204_05WPM.mp3,-1.8
data\augmented\5wpm\260204_05WPM_073_aug00.wav,CA,5wpm,260204_05WPM.mp3,20.0
data\augmented\5wpm\260204_05WPM_073_aug01.wav,CA,5wpm,260204_05WPM.mp3,4.1
data\augmented\5wpm\260204_05WPM_074_aug00.wav,SE,5wpm,260204_05WPM.mp3,17.6
data\augmented\5wpm\260204_05WPM_074_aug01.wav,SE,5wpm,260204_05WPM.mp3,2.9
data\augmented\5wpm\260204_05WPM_075_aug00.wav,"S,",5wpm,260204_05WPM.mp3,19.0
data\augmented\5wpm\260204_05WPM_075_aug01.wav,"S,",5wpm,260204_05WPM.mp3,9.1
data\augmented\5wpm\260204_05WPM_076_aug00.wav,T,5wpm,260204_05WPM.mp3,0.4
data\augmented\5wpm\260204_05WPM_076_aug01.wav,T,5wpm,260204_05WPM.mp3,7.4
data\augmented\5wpm\260204_05WPM_077_aug00.wav,HE,5wpm,260204_05WPM.mp3,5.5
data\augmented\5wpm\260204_05WPM_077_aug01.wav,HE,5wpm,260204_05WPM.mp3,8.7
data\augmented\5wpm\260204_05WPM_078_aug00.wav,F,5wpm,260204_05WPM.mp3,18.0
data\augmented\5wpm\260204_05WPM_078_aug01.wav,F,5wpm,260204_05WPM.mp3,13.8
data\augmented\5wpm\260204_05WPM_079_aug00.wav,RE,5wpm,260204_05WPM.mp3,-1.0
data\augmented\5wpm\260204_05WPM_079_aug01.wav,RE,5wpm,260204_05WPM.mp3,-0.7
data\augmented\5wpm\260204_05WPM_080_aug00.wav,QU,5wpm,260204_05WPM.mp3,13.0
data\augmented\5wpm\260204_05WPM_080_aug01.wav,QU,5wpm,260204_05WPM.mp3,12.4
data\augmented\5wpm\260204_05WPM_081_aug00.wav,EN,5wpm,260204_05WPM.mp3,-2.3
data\augmented\5wpm\260204_05WPM_081_aug01.wav,EN,5wpm,260204_05WPM.mp3,18.4
data\augmented\5wpm\260204_05WPM_082_aug00.wav,CI,5wpm,260204_05WPM.mp3,-0.4
data\augmented\5wpm\260204_05WPM_082_aug01.wav,CI,5wpm,260204_05WPM.mp3,15.8
data\augmented\5wpm\260204_05WPM_083_aug00.wav,ES,5wpm,260204_05WPM.mp3,16.8
data\augmented\5wpm\260204_05WPM_083_aug01.wav,ES,5wpm,260204_05WPM.mp3,19.8
data\augmented\5wpm\260204_05WPM_084_aug00.wav,H,5wpm,260204_05WPM.mp3,11.1
data\augmented\5wpm\260204_05WPM_084_aug01.wav,H,5wpm,260204_05WPM.mp3,13.1
data\augmented\5wpm\260204_05WPM_085_aug00.wav,AV,5wpm,260204_05WPM.mp3,-2.8
data\augmented\5wpm\260204_05WPM_085_aug01.wav,AV,5wpm,260204_05WPM.mp3,10.7
data\augmented\5wpm\260204_05WPM_086_aug00.wav,E,5wpm,260204_05WPM.mp3,10.6
data\augmented\5wpm\260204_05WPM_086_aug01.wav,E,5wpm,260204_05WPM.mp3,6.6
data\augmented\5wpm\260204_05WPM_087_aug00.wav,B,5wpm,260204_05WPM.mp3,3.0
data\augmented\5wpm\260204_05WPM_087_aug01.wav,B,5wpm,260204_05WPM.mp3,4.7
data\augmented\5wpm\260204_05WPM_088_aug00.wav,EE,5wpm,260204_05WPM.mp3,0.4
data\augmented\5wpm\260204_05WPM_088_aug01.wav,EE,5wpm,260204_05WPM.mp3,19.0
data\augmented\5wpm\260204_05WPM_089_aug00.wav,N,5wpm,260204_05WPM.mp3,16.7
data\augmented\5wpm\260204_05WPM_089_aug01.wav,N,5wpm,260204_05WPM.mp3,-0.9
data\augmented\5wpm\260204_05WPM_090_aug00.wav,CH,5wpm,260204_05WPM.mp3,13.6
data\augmented\5wpm\260204_05WPM_090_aug01.wav,CH,5wpm,260204_05WPM.mp3,0.7
data\augmented\5wpm\260204_05WPM_091_aug00.wav,AN,5wpm,260204_05WPM.mp3,4.0
data\augmented\5wpm\260204_05WPM_091_aug01.wav,AN,5wpm,260204_05WPM.mp3,12.0
data\augmented\5wpm\260204_05WPM_092_aug00.wav,GE,5wpm,260204_05WPM.mp3,18.1
data\augmented\5wpm\260204_05WPM_092_aug01.wav,GE,5wpm,260204_05WPM.mp3,2.2
data\augmented\5wpm\260204_05WPM_093_aug00.wav,D.,5wpm,260204_05WPM.mp3,6.0
data\augmented\5wpm\260204_05WPM_093_aug01.wav,D.,5wpm,260204_05WPM.mp3,9.9
data\augmented\5wpm\260204_05WPM_094_aug00.wav,F,5wpm,260204_05WPM.mp3,2.0
data\augmented\5wpm\260204_05WPM_094_aug01.wav,F,5wpm,260204_05WPM.mp3,15.3
data\augmented\5wpm\260204_05WPM_095_aug00.wav,OR,5wpm,260204_05WPM.mp3,0.9
data\augmented\5wpm\260204_05WPM_095_aug01.wav,OR,5wpm,260204_05WPM.mp3,13.4
data\augmented\5wpm\260204_05WPM_096_aug00.wav,E,5wpm,260204_05WPM.mp3,15.9
data\augmented\5wpm\260204_05WPM_096_aug01.wav,E,5wpm,260204_05WPM.mp3,-2.9
data\augmented\5wpm\260204_05WPM_097_aug00.wav,XA,5wpm,260204_05WPM.mp3,0.6
data\augmented\5wpm\260204_05WPM_097_aug01.wav,XA,5wpm,260204_05WPM.mp3,5.7
data\augmented\5wpm\260204_05WPM_098_aug00.wav,MP,5wpm,260204_05WPM.mp3,11.3
data\augmented\5wpm\260204_05WPM_098_aug01.wav,MP,5wpm,260204_05WPM.mp3,9.2
data\augmented\5wpm\260204_05WPM_099_aug00.wav,LE,5wpm,260204_05WPM.mp3,17.7
data\augmented\5wpm\260204_05WPM_099_aug01.wav,LE,5wpm,260204_05WPM.mp3,9.3
data\augmented\5wpm\260204_05WPM_100_aug00.wav,",",5wpm,260204_05WPM.mp3,3.6
data\augmented\5wpm\260204_05WPM_100_aug01.wav,",",5wpm,260204_05WPM.mp3,14.4
data\augmented\5wpm\260204_05WPM_101_aug00.wav,TH,5wpm,260204_05WPM.mp3,13.6
data\augmented\5wpm\260204_05WPM_101_aug01.wav,TH,5wpm,260204_05WPM.mp3,7.5
data\augmented\5wpm\260204_05WPM_102_aug00.wav,E,5wpm,260204_05WPM.mp3,-2.2
data\augmented\5wpm\260204_05WPM_102_aug01.wav,E,5wpm,260204_05WPM.mp3,10.8
data\augmented\5wpm\260204_05WPM_103_aug00.wav,O,5wpm,260204_05WPM.mp3,6.1
data\augmented\5wpm\260204_05WPM_103_aug01.wav,O,5wpm,260204_05WPM.mp3,18.1
data\augmented\5wpm\260204_05WPM_104_aug00.wav,LD,5wpm,260204_05WPM.mp3,9.1
data\augmented\5wpm\260204_05WPM_104_aug01.wav,LD,5wpm,260204_05WPM.mp3,-2.5
data\augmented\5wpm\260204_05WPM_105_aug00.wav,A,5wpm,260204_05WPM.mp3,10.7
data\augmented\5wpm\260204_05WPM_105_aug01.wav,A,5wpm,260204_05WPM.mp3,13.0
data\augmented\5wpm\260204_05WPM_106_aug00.wav,NA,5wpm,260204_05WPM.mp3,13.4
data\augmented\5wpm\260204_05WPM_106_aug01.wav,NA,5wpm,260204_05WPM.mp3,4.0
data\augmented\5wpm\260204_05WPM_107_aug00.wav,LO,5wpm,260204_05WPM.mp3,11.2
data\augmented\5wpm\260204_05WPM_107_aug01.wav,LO,5wpm,260204_05WPM.mp3,3.2
data\augmented\5wpm\260204_05WPM_108_aug00.wav,G,5wpm,260204_05WPM.mp3,-2.2
data\augmented\5wpm\260204_05WPM_108_aug01.wav,G,5wpm,260204_05WPM.mp3,11.7
data\augmented\5wpm\260204_05WPM_109_aug00.wav,FO,5wpm,260204_05WPM.mp3,-1.5
data\augmented\5wpm\260204_05WPM_109_aug01.wav,FO,5wpm,260204_05WPM.mp3,15.7
data\augmented\5wpm\260204_05WPM_110_aug00.wav,X,5wpm,260204_05WPM.mp3,15.7
data\augmented\5wpm\260204_05WPM_110_aug01.wav,X,5wpm,260204_05WPM.mp3,-2.1
data\augmented\5wpm\260204_05WPM_111_aug00.wav,4,5wpm,260204_05WPM.mp3,5.3
data\augmented\5wpm\260204_05WPM_111_aug01.wav,4,5wpm,260204_05WPM.mp3,16.7
data\augmented\5wpm\260204_05WPM_112_aug00.wav,KD,5wpm,260204_05WPM.mp3,9.6
data\augmented\5wpm\260204_05WPM_112_aug01.wav,KD,5wpm,260204_05WPM.mp3,8.8
data\augmented\5wpm\260204_05WPM_113_aug00.wav,FW,5wpm,260204_05WPM.mp3,3.7
data\augmented\5wpm\260204_05WPM_113_aug01.wav,FW,5wpm,260204_05WPM.mp3,15.7
data\augmented\5wpm\260204_05WPM_114_aug00.wav,T,5wpm,260204_05WPM.mp3,1.1
data\augmented\5wpm\260204_05WPM_114_aug01.wav,T,5wpm,260204_05WPM.mp3,8.3
data\augmented\5wpm\260204_05WPM_115_aug00.wav,V,5wpm,260204_05WPM.mp3,14.0
data\augmented\5wpm\260204_05WPM_115_aug01.wav,V,5wpm,260204_05WPM.mp3,19.7
data\augmented\5wpm\260204_05WPM_116_aug00.wav,CH,5wpm,260204_05WPM.mp3,0.7
data\augmented\5wpm\260204_05WPM_116_aug01.wav,CH,5wpm,260204_05WPM.mp3,12.6
data\augmented\5wpm\260204_05WPM_117_aug00.wav,AN,5wpm,260204_05WPM.mp3,16.6
data\augmented\5wpm\260204_05WPM_117_aug01.wav,AN,5wpm,260204_05WPM.mp3,2.9
data\augmented\5wpm\260204_05WPM_118_aug00.wav,N,5wpm,260204_05WPM.mp3,19.5
data\augmented\5wpm\260204_05WPM_118_aug01.wav,N,5wpm,260204_05WPM.mp3,5.4
data\augmented\5wpm\260204_05WPM_119_aug00.wav,EL,5wpm,260204_05WPM.mp3,11.4
data\augmented\5wpm\260204_05WPM_119_aug01.wav,EL,5wpm,260204_05WPM.mp3,1.3
data\augmented\5wpm\260204_05WPM_120_aug00.wav,W,5wpm,260204_05WPM.mp3,0.7
data\augmented\5wpm\260204_05WPM_120_aug01.wav,W,5wpm,260204_05WPM.mp3,6.2
data\augmented\5wpm\260204_05WPM_121_aug00.wav,AS,5wpm,260204_05WPM.mp3,10.0
data\augmented\5wpm\260204_05WPM_121_aug01.wav,AS,5wpm,260204_05WPM.mp3,4.0
data\augmented\5wpm\260204_05WPM_122_aug00.wav,I,5wpm,260204_05WPM.mp3,11.7
data\augmented\5wpm\260204_05WPM_122_aug01.wav,I,5wpm,260204_05WPM.mp3,4.9
data\augmented\5wpm\260204_05WPM_123_aug00.wav,N,5wpm,260204_05WPM.mp3,11.5
data\augmented\5wpm\260204_05WPM_123_aug01.wav,N,5wpm,260204_05WPM.mp3,12.7
data\augmented\5wpm\260204_05WPM_124_aug00.wav,TH,5wpm,260204_05WPM.mp3,-0.2
data\augmented\5wpm\260204_05WPM_124_aug01.wav,TH,5wpm,260204_05WPM.mp3,6.6
data\augmented\5wpm\260204_05WPM_125_aug00.wav,E,5wpm,260204_05WPM.mp3,17.7
data\augmented\5wpm\260204_05WPM_125_aug01.wav,E,5wpm,260204_05WPM.mp3,18.1
data\augmented\5wpm\260204_05WPM_126_aug00.wav,RA,5wpm,260204_05WPM.mp3,9.4
data\augmented\5wpm\260204_05WPM_126_aug01.wav,RA,5wpm,260204_05WPM.mp3,18.8
data\augmented\5wpm\260204_05WPM_127_aug00.wav,NG,5wpm,260204_05WPM.mp3,18.8
data\augmented\5wpm\260204_05WPM_127_aug01.wav,NG,5wpm,260204_05WPM.mp3,6.1
data\augmented\5wpm\260204_05WPM_128_aug00.wav,E,5wpm,260204_05WPM.mp3,13.5
data\augmented\5wpm\260204_05WPM_128_aug01.wav,E,5wpm,260204_05WPM.mp3,-2.0
data\augmented\5wpm\260204_05WPM_129_aug00.wav,OF,5wpm,260204_05WPM.mp3,9.0
data\augmented\5wpm\260204_05WPM_129_aug01.wav,OF,5wpm,260204_05WPM.mp3,0.5
data\augmented\5wpm\260204_05WPM_130_aug00.wav,6,5wpm,260204_05WPM.mp3,14.4
data\augmented\5wpm\260204_05WPM_130_aug01.wav,6,5wpm,260204_05WPM.mp3,5.8
data\augmented\5wpm\260204_05WPM_131_aug00.wav,6,5wpm,260204_05WPM.mp3,3.2
data\augmented\5wpm\260204_05WPM_131_aug01.wav,6,5wpm,260204_05WPM.mp3,6.6
data\augmented\5wpm\260204_05WPM_132_aug00.wav,TO,5wpm,260204_05WPM.mp3,3.4
data\augmented\5wpm\260204_05WPM_132_aug01.wav,TO,5wpm,260204_05WPM.mp3,8.5
data\augmented\5wpm\260204_05WPM_133_aug00.wav,7,5wpm,260204_05WPM.mp3,13.3
data\augmented\5wpm\260204_05WPM_133_aug01.wav,7,5wpm,260204_05WPM.mp3,1.0
data\augmented\5wpm\260204_05WPM_134_aug00.wav,2,5wpm,260204_05WPM.mp3,12.6
data\augmented\5wpm\260204_05WPM_134_aug01.wav,2,5wpm,260204_05WPM.mp3,-2.4
data\augmented\5wpm\260204_05WPM_135_aug00.wav,M,5wpm,260204_05WPM.mp3,7.7
data\augmented\5wpm\260204_05WPM_135_aug01.wav,M,5wpm,260204_05WPM.mp3,11.9
data\augmented\5wpm\260204_05WPM_136_aug00.wav,EG,5wpm,260204_05WPM.mp3,1.9
data\augmented\5wpm\260204_05WPM_136_aug01.wav,EG,5wpm,260204_05WPM.mp3,1.8
data\augmented\5wpm\260204_05WPM_137_aug00.wav,AH,5wpm,260204_05WPM.mp3,5.7
data\augmented\5wpm\260204_05WPM_137_aug01.wav,AH,5wpm,260204_05WPM.mp3,10.1
data\augmented\5wpm\260204_05WPM_138_aug00.wav,ER,5wpm,260204_05WPM.mp3,15.6
data\augmented\5wpm\260204_05WPM_138_aug01.wav,ER,5wpm,260204_05WPM.mp3,0.1
data\augmented\5wpm\260204_05WPM_139_aug00.wav,TZ,5wpm,260204_05WPM.mp3,14.9
data\augmented\5wpm\260204_05WPM_139_aug01.wav,TZ,5wpm,260204_05WPM.mp3,7.8
data\augmented\5wpm\260204_05WPM_140_aug00.wav,.,5wpm,260204_05WPM.mp3,19.0
data\augmented\5wpm\260204_05WPM_140_aug01.wav,.,5wpm,260204_05WPM.mp3,5.5
data\augmented\5wpm\260204_05WPM_141_aug00.wav,<,5wpm,260204_05WPM.mp3,8.6
data\augmented\5wpm\260204_05WPM_141_aug01.wav,<,5wpm,260204_05WPM.mp3,-2.0
data\augmented\5wpm\260204_05WPM_142_aug00.wav,QS,5wpm,260204_05WPM.mp3,9.8
data\augmented\5wpm\260204_05WPM_142_aug01.wav,QS,5wpm,260204_05WPM.mp3,20.0
data\augmented\5wpm\260204_05WPM_143_aug00.wav,T,5wpm,260204_05WPM.mp3,14.5
data\augmented\5wpm\260204_05WPM_143_aug01.wav,T,5wpm,260204_05WPM.mp3,18.7
data\augmented\5wpm\260204_05WPM_144_aug00.wav,DE,5wpm,260204_05WPM.mp3,15.4
data\augmented\5wpm\260204_05WPM_144_aug01.wav,DE,5wpm,260204_05WPM.mp3,12.7
data\augmented\5wpm\260204_05WPM_145_aug00.wav,W,5wpm,260204_05WPM.mp3,5.7
data\augmented\5wpm\260204_05WPM_145_aug01.wav,W,5wpm,260204_05WPM.mp3,8.1
data\augmented\5wpm\260204_05WPM_146_aug00.wav,1A,5wpm,260204_05WPM.mp3,-2.2
data\augmented\5wpm\260204_05WPM_146_aug01.wav,1A,5wpm,260204_05WPM.mp3,0.4
data\augmented\5wpm\260204_05WPM_147_aug00.wav,W,5wpm,260204_05WPM.mp3,4.4
data\augmented\5wpm\260204_05WPM_147_aug01.wav,W,5wpm,260204_05WPM.mp3,14.1
data\augmented\5wpm\260204_05WPM_148_aug00.wav,=,5wpm,260204_05WPM.mp3,1.4
data\augmented\5wpm\260204_05WPM_148_aug01.wav,=,5wpm,260204_05WPM.mp3,12.4
data\augmented\5wpm\260204_05WPM_149_aug00.wav,HO,5wpm,260204_05WPM.mp3,17.5
data\augmented\5wpm\260204_05WPM_149_aug01.wav,HO,5wpm,260204_05WPM.mp3,9.2
data\augmented\5wpm\260204_05WPM_150_aug00.wav,W,5wpm,260204_05WPM.mp3,-0.9
data\augmented\5wpm\260204_05WPM_150_aug01.wav,W,5wpm,260204_05WPM.mp3,2.3
data\augmented\5wpm\260204_05WPM_151_aug00.wav,EV,5wpm,260204_05WPM.mp3,5.5
data\augmented\5wpm\260204_05WPM_151_aug01.wav,EV,5wpm,260204_05WPM.mp3,7.4
data\augmented\5wpm\260204_05WPM_152_aug00.wav,ER,5wpm,260204_05WPM.mp3,12.6
data\augmented\5wpm\260204_05WPM_152_aug01.wav,ER,5wpm,260204_05WPM.mp3,4.6
data\augmented\5wpm\260204_05WPM_153_aug00.wav,",",5wpm,260204_05WPM.mp3,4.4
data\augmented\5wpm\260204_05WPM_153_aug01.wav,",",5wpm,260204_05WPM.mp3,5.1
data\augmented\5wpm\260204_05WPM_154_aug00.wav,WH,5wpm,260204_05WPM.mp3,-0.8
data\augmented\5wpm\260204_05WPM_154_aug01.wav,WH,5wpm,260204_05WPM.mp3,0.5
data\augmented\5wpm\260204_05WPM_155_aug00.wav,IL,5wpm,260204_05WPM.mp3,-1.7
data\augmented\5wpm\260204_05WPM_155_aug01.wav,IL,5wpm,260204_05WPM.mp3,9.8
data\augmented\5wpm\260204_05WPM_156_aug00.wav,E,5wpm,260204_05WPM.mp3,8.3
data\augmented\5wpm\260204_05WPM_156_aug01.wav,E,5wpm,260204_05WPM.mp3,10.7
data\augmented\5wpm\260204_05WPM_157_aug00.wav,IT,5wpm,260204_05WPM.mp3,-0.6
data\augmented\5wpm\260204_05WPM_157_aug01.wav,IT,5wpm,260204_05WPM.mp3,17.5
data\augmented\5wpm\260204_05WPM_158_aug00.wav,I,5wpm,260204_05WPM.mp3,14.5
data\augmented\5wpm\260204_05WPM_158_aug01.wav,I,5wpm,260204_05WPM.mp3,16.2
data\augmented\5wpm\260204_05WPM_159_aug00.wav,S,5wpm,260204_05WPM.mp3,2.5
data\augmented\5wpm\260204_05WPM_159_aug01.wav,S,5wpm,260204_05WPM.mp3,0.6
data\augmented\5wpm\260204_05WPM_160_aug00.wav,ST,5wpm,260204_05WPM.mp3,16.4
data\augmented\5wpm\260204_05WPM_160_aug01.wav,ST,5wpm,260204_05WPM.mp3,2.6
data\augmented\5wpm\260204_05WPM_161_aug00.wav,IL,5wpm,260204_05WPM.mp3,18.5
data\augmented\5wpm\260204_05WPM_161_aug01.wav,IL,5wpm,260204_05WPM.mp3,5.8
data\augmented\5wpm\260204_05WPM_162_aug00.wav,L,5wpm,260204_05WPM.mp3,1.9
data\augmented\5wpm\260204_05WPM_162_aug01.wav,L,5wpm,260204_05WPM.mp3,15.5
data\augmented\5wpm\260204_05WPM_163_aug00.wav,CH,5wpm,260204_05WPM.mp3,12.7
data\augmented\5wpm\260204_05WPM_163_aug01.wav,CH,5wpm,260204_05WPM.mp3,-0.8
data\augmented\5wpm\260204_05WPM_164_aug00.wav,AN,5wpm,260204_05WPM.mp3,12.3
data\augmented\5wpm\260204_05WPM_164_aug01.wav,AN,5wpm,260204_05WPM.mp3,5.9
data\augmented\5wpm\260204_05WPM_165_aug00.wav,NE,5wpm,260204_05WPM.mp3,2.9
data\augmented\5wpm\260204_05WPM_165_aug01.wav,NE,5wpm,260204_05WPM.mp3,4.7
data\augmented\5wpm\260204_05WPM_166_aug00.wav,L,5wpm,260204_05WPM.mp3,16.6
data\augmented\5wpm\260204_05WPM_166_aug01.wav,L,5wpm,260204_05WPM.mp3,10.6
data\augmented\5wpm\260204_05WPM_167_aug00.wav,4,5wpm,260204_05WPM.mp3,2.6
data\augmented\5wpm\260204_05WPM_167_aug01.wav,4,5wpm,260204_05WPM.mp3,18.9
data\augmented\5wpm\260204_05WPM_168_aug00.wav,",",5wpm,260204_05WPM.mp3,0.9
data\augmented\5wpm\260204_05WPM_168_aug01.wav,",",5wpm,260204_05WPM.mp3,-0.0
data\augmented\5wpm\260204_05WPM_169_aug00.wav,TH,5wpm,260204_05WPM.mp3,6.2
data\augmented\5wpm\260204_05WPM_169_aug01.wav,TH,5wpm,260204_05WPM.mp3,19.2
data\augmented\5wpm\260204_05WPM_170_aug00.wav,E,5wpm,260204_05WPM.mp3,7.6
data\augmented\5wpm\260204_05WPM_170_aug01.wav,E,5wpm,260204_05WPM.mp3,1.3
data\augmented\5wpm\260204_05WPM_171_aug00.wav,NE,5wpm,260204_05WPM.mp3,18.5
data\augmented\5wpm\260204_05WPM_171_aug01.wav,NE,5wpm,260204_05WPM.mp3,-1.1
data\augmented\5wpm\260204_05WPM_172_aug00.wav,W,5wpm,260204_05WPM.mp3,18.3
data\augmented\5wpm\260204_05WPM_172_aug01.wav,W,5wpm,260204_05WPM.mp3,11.0
data\augmented\5wpm\260204_05WPM_173_aug00.wav,DI,5wpm,260204_05WPM.mp3,5.7
data\augmented\5wpm\260204_05WPM_173_aug01.wav,DI,5wpm,260204_05WPM.mp3,6.2
data\augmented\5wpm\260204_05WPM_174_aug00.wav,GI,5wpm,260204_05WPM.mp3,12.7
data\augmented\5wpm\260204_05WPM_174_aug01.wav,GI,5wpm,260204_05WPM.mp3,13.4
data\augmented\5wpm\260204_05WPM_175_aug00.wav,TA,5wpm,260204_05WPM.mp3,0.7
data\augmented\5wpm\260204_05WPM_175_aug01.wav,TA,5wpm,260204_05WPM.mp3,8.8
data\augmented\5wpm\260204_05WPM_176_aug00.wav,L,5wpm,260204_05WPM.mp3,16.6
data\augmented\5wpm\260204_05WPM_176_aug01.wav,L,5wpm,260204_05WPM.mp3,13.6
data\augmented\5wpm\260204_05WPM_177_aug00.wav,FO,5wpm,260204_05WPM.mp3,7.9
data\augmented\5wpm\260204_05WPM_177_aug01.wav,FO,5wpm,260204_05WPM.mp3,-0.2
data\augmented\5wpm\260204_05WPM_178_aug00.wav,X,5wpm,260204_05WPM.mp3,12.3
data\augmented\5wpm\260204_05WPM_178_aug01.wav,X,5wpm,260204_05WPM.mp3,15.5
data\augmented\5wpm\260204_05WPM_179_aug00.wav,4,5wpm,260204_05WPM.mp3,-0.5
data\augmented\5wpm\260204_05WPM_179_aug01.wav,4,5wpm,260204_05WPM.mp3,7.0
data\augmented\5wpm\260204_05WPM_180_aug00.wav,KD,5wpm,260204_05WPM.mp3,-2.3
data\augmented\5wpm\260204_05WPM_180_aug01.wav,KD,5wpm,260204_05WPM.mp3,2.2
data\augmented\5wpm\260204_05WPM_181_aug00.wav,FW,5wpm,260204_05WPM.mp3,18.2
data\augmented\5wpm\260204_05WPM_181_aug01.wav,FW,5wpm,260204_05WPM.mp3,14.6
data\augmented\5wpm\260204_05WPM_182_aug00.wav,TV,5wpm,260204_05WPM.mp3,10.5
data\augmented\5wpm\260204_05WPM_182_aug01.wav,TV,5wpm,260204_05WPM.mp3,15.5
data\augmented\5wpm\260204_05WPM_183_aug00.wav,C,5wpm,260204_05WPM.mp3,7.3
data\augmented\5wpm\260204_05WPM_183_aug01.wav,C,5wpm,260204_05WPM.mp3,5.5
data\augmented\5wpm\260204_05WPM_184_aug00.wav,HA,5wpm,260204_05WPM.mp3,-0.3
data\augmented\5wpm\260204_05WPM_184_aug01.wav,HA,5wpm,260204_05WPM.mp3,7.7
data\augmented\5wpm\260204_05WPM_185_aug00.wav,NN,5wpm,260204_05WPM.mp3,15.0
data\augmented\5wpm\260204_05WPM_185_aug01.wav,NN,5wpm,260204_05WPM.mp3,1.3
data\augmented\5wpm\260204_05WPM_186_aug00.wav,EL,5wpm,260204_05WPM.mp3,0.5
data\augmented\5wpm\260204_05WPM_186_aug01.wav,EL,5wpm,260204_05WPM.mp3,-0.8
data\augmented\5wpm\260204_05WPM_187_aug00.wav,"S,",5wpm,260204_05WPM.mp3,7.4
data\augmented\5wpm\260204_05WPM_187_aug01.wav,"S,",5wpm,260204_05WPM.mp3,-2.6
